$GNGGA,140321.26,3031.784227,N,11421.009623,E,1,08,4.2,55.0,M,-13.9,M,,*6F
$GNGGA,140322.32,3031.778271,N,11420.996464,E,1,08,4.2,31.7,M,-13.9,M,,*63
$GNGGA,140323.32,3031.777485,N,11421.002578,E,1,08,4.2,31.5,M,-13.9,M,,*6B
$GNGGA,140324.29,3031.778328,N,11420.979425,E,1,08,4.2,51.7,M,-13.9,M,,*60
$GNGGA,140325.29,3031.778383,N,11420.988988,E,1,10,3.2,60.7,M,-13.9,M,,*68
$GNGGA,140326.31,3031.775279,N,11421.001718,E,1,12,2.9,36.2,M,-13.9,M,,*6B
$GNGGA,140327.28,3031.779513,N,11421.064136,E,1,11,3.0,35.0,M,-13.9,M,,*66
$GNGGA,140328.28,3031.774117,N,11421.044036,E,1,10,3.5,32.2,M,-13.9,M,,*66
$GNGGA,140329.28,3031.776243,N,11421.049914,E,1,10,3.5,36.5,M,-13.9,M,,*60
$GNGGA,140330.28,3031.781737,N,11421.055964,E,1,09,6.3,50.0,M,-13.9,M,,*62
$GNGGA,140331.28,3031.777504,N,11421.064079,E,1,07,145.1,71.0,M,-13.9,M,,*66
$GNGGA,140343.28,3031.762278,N,11420.949635,E,1,09,3.7,-39.6,M,-14.0,M,,*40
$GNGGA,140344.28,3031.775479,N,11421.028150,E,1,10,3.1,31.4,M,-13.9,M,,*6A
$GNGGA,140345.28,3031.768888,N,11420.984176,E,1,11,3.0,27.5,M,-13.9,M,,*69
$GNGGA,140346.27,3031.767975,N,11420.974133,E,1,11,3.0,24.7,M,-13.9,M,,*66
$GNGGA,140347.27,3031.768000,N,11420.966433,E,1,11,3.0,24.9,M,-13.9,M,,*6B
$GNGGA,140348.27,3031.775760,N,11421.056110,E,1,11,3.0,51.5,M,-13.9,M,,*68
$GNGGA,140349.32,3031.775654,N,11421.056148,E,1,11,3.0,52.7,M,-13.9,M,,*67
$GNGGA,140350.32,3031.775341,N,11421.055175,E,1,10,3.1,53.4,M,-13.9,M,,*61
$GNGGA,140351.32,3031.775153,N,11421.053681,E,1,10,3.1,54.1,M,-13.9,M,,*69
$GNGGA,140358.32,3031.779619,N,11421.089256,E,1,08,5.8,19.8,M,-13.9,M,,*6A
$GNGGA,140359.32,3031.780997,N,11421.039242,E,1,08,5.6,45.8,M,-13.9,M,,*6D
$GNGGA,140400.32,3031.781024,N,11421.088798,E,1,08,5.6,45.8,M,-13.9,M,,*6E
$GNGGA,140401.32,3031.807867,N,11421.069602,E,1,09,4.8,226.9,M,-13.9,M,,*54
$GNGGA,140402.32,3031.803256,N,11421.032356,E,1,09,4.8,160.6,M,-13.9,M,,*5F
$GNGGA,140403.32,3031.784299,N,11420.992168,E,1,12,2.2,71.8,M,-13.9,M,,*69
$GNGGA,140404.29,3031.784362,N,11420.996564,E,1,12,2.2,89.0,M,-13.9,M,,*62
$GNGGA,140405.29,3031.786088,N,11421.001822,E,1,12,2.2,91.4,M,-13.9,M,,*62
$GNGGA,140406.28,3031.784212,N,11420.992190,E,1,12,2.2,89.6,M,-13.9,M,,*6A
$GNGGA,140407.29,3031.774686,N,11420.967728,E,1,10,2.5,65.0,M,-13.9,M,,*62
$GNGGA,140419.29,3031.762250,N,11420.941832,E,1,08,4.4,45.8,M,-14.0,M,,*6F
$GNGGA,140421.29,3031.769876,N,11420.999217,E,1,08,4.9,-5.3,M,-13.9,M,,*78
$GNGGA,140422.29,3031.765565,N,11421.022182,E,1,08,4.9,8.5,M,-13.9,M,,*59
$GNGGA,140425.29,3031.761787,N,11420.925188,E,1,08,4.8,-29.3,M,-14.0,M,,*46
$GNGGA,140426.29,3031.766591,N,11420.930845,E,1,08,4.8,-23.0,M,-14.0,M,,*42
$GNGGA,140427.29,3031.766766,N,11420.937985,E,1,08,5.6,18.4,M,-14.0,M,,*6D
$GNGGA,140428.29,3031.780466,N,11421.008549,E,1,10,4.1,45.3,M,-13.9,M,,*6F
$GNGGA,140429.25,3031.776505,N,11420.997331,E,1,10,4.1,73.8,M,-13.9,M,,*66
