2,1766671602.645533,-1.388,3.270,9.340,0.000
5,1766671602.155571,0.007763,0.181567,0.880568,0.437690
1,1766671602.647521,-0.523778,-0.886238,-0.054876,0.000000
2,1766671602.650504,-1.288,3.307,9.384,0.000
1,1766671602.652492,-0.533366,-0.902883,-0.125050,0.000000
3,1766671602.658761,63.514,-11.180,-5.108,0.000
5,1766671602.165571,0.023191,0.175845,0.872875,0.454566
2,1766671602.655475,-1.176,3.308,9.446,0.000
1,1766671602.657464,-0.536162,-0.917130,-0.203880,0.000000
2,1766671602.660446,-1.091,3.245,9.498,0.000
1,1766671602.662435,-0.534564,-0.935906,-0.279514,0.000000
3,1766671602.668761,63.587,-11.107,-5.291,0.000
5,1766671602.175571,0.027448,0.168112,0.874374,0.454374
2,1766671602.665417,-1.019,3.153,9.501,0.000
1,1766671602.667406,-0.530170,-0.958942,-0.352750,0.000000
1,1766671602.672377,-0.523113,-0.995294,-0.426254,0.000000
2,1766671602.670388,-0.976,3.079,9.475,0.000
3,1766671602.678761,63.636,-11.022,-5.547,0.000
2,1766671602.676084,-0.906,2.999,9.401,0.000
5,1766671602.185571,0.030718,0.157285,0.876333,0.454268
2,1766671602.681025,-0.882,2.921,9.302,0.000
1,1766671602.678069,-0.516455,-1.042432,-0.494697,0.000000
3,1766671602.688761,63.612,-10.961,-5.816,0.000
1,1766671602.682296,-0.506068,-1.101421,-0.557281,0.000000
5,1766671602.195571,0.031622,0.154306,0.876933,0.454068
2,1766671602.685296,-0.826,2.885,9.188,0.000
2,1766671602.690267,-0.800,2.881,9.072,0.000
1,1766671602.687267,-0.491554,-1.174125,-0.620531,0.000000
1,1766671602.692262,-0.486894,-1.256284,-0.679121,0.000000
5,1766671602.205571,0.034982,0.156172,0.876116,0.454761
2,1766671602.695244,-0.748,2.875,8.942,0.000
3,1766671602.698761,63.685,-10.851,-6.230,0.000
2,1766671602.700215,-0.725,2.887,8.876,0.000
1,1766671602.697233,-0.474776,-1.348828,-0.742504,0.000000
5,1766671602.215571,0.039214,0.155302,0.875737,0.455443
3,1766671602.708761,63.685,-10.631,-6.828,0.000
2,1766671602.705186,-0.706,2.930,8.947,0.000
1,1766671602.702204,-0.463724,-1.437645,-0.801226,0.000000
2,1766671602.710158,-0.716,3.001,9.042,0.000
1,1766671602.707175,-0.447878,-1.494903,-0.867939,0.000000
1,1766671602.712146,-0.420847,-1.547367,-0.930789,0.000000
5,1766671602.225571,0.039414,0.158643,0.874898,0.455887
3,1766671602.718761,63.770,-10.375,-7.438,0.000
2,1766671602.715129,-0.706,2.986,8.903,0.000
2,1766671602.720100,-0.742,2.968,8.766,0.000
1,1766671602.717117,-0.408464,-1.630458,-1.001762,0.000000
2,1766671602.725071,-0.823,2.898,8.689,0.000
5,1766671602.235571,0.039591,0.161649,0.865020,0.473332
1,1766671602.722088,-0.409130,-1.742710,-1.068608,0.000000
3,1766671602.728761,63.782,-10.143,-8.024,0.000
2,1766671602.730042,-0.994,2.816,8.684,0.000
1,1766671602.727059,-0.424309,-1.869876,-1.128129,0.000000
2,1766671602.735013,-1.261,2.684,8.741,0.000
3,1766671602.738761,63.709,-9.936,-8.683,0.000
5,1766671602.245571,0.013081,0.163443,0.868347,0.468069
1,1766671602.732030,-0.455335,-1.995044,-1.176199,0.000000
1,1766671602.737001,-0.515656,-2.093181,-1.199236,0.000000
2,1766671602.739984,-1.443,2.553,8.851,0.000
5,1766671602.255571,-0.008333,0.154998,0.871319,0.465520
2,1766671602.744955,-1.493,2.433,8.951,0.000
1,1766671602.741972,-0.591023,-2.169081,-1.197371,0.000000
3,1766671602.748761,63.697,-9.655,-9.415,0.000
2,1766671602.749926,-1.433,2.293,9.057,0.000
1,1766671602.746944,-0.679041,-2.227405,-1.166479,0.000000
5,1766671602.265571,-0.011515,0.138192,0.875696,0.462523
3,1766671602.758761,63.587,-9.277,-10.134,0.000
2,1766671602.754897,-1.481,2.206,9.213,0.000
1,1766671602.751915,-0.775580,-2.253903,-1.116944,0.000000
2,1766671602.759868,-1.833,2.289,9.285,0.000
1,1766671602.756886,-0.876381,-2.230201,-1.050898,0.000000
1,1766671602.761857,-0.977181,-2.151105,-0.959152,0.000000
5,1766671602.275571,-0.035645,0.160684,0.867850,0.468771
2,1766671602.764840,-2.040,2.313,9.197,0.000
3,1766671602.768761,63.563,-8.887,-10.891,0.000
2,1766671602.769811,-2.411,2.279,9.181,0.000
1,1766671602.766828,-1.077449,-2.040584,-0.823863,0.000000
5,1766671602.285571,-0.054812,0.156698,0.871577,0.461297
3,1766671602.778761,63.563,-8.496,-11.708,0.000
2,1766671602.774782,-2.277,2.076,9.285,0.000
1,1766671602.771799,-1.184641,-1.891847,-0.645032,0.000000
2,1766671602.779753,-2.119,1.829,9.598,0.000
1,1766671602.776770,-1.279050,-1.744174,-0.450621,0.000000
1,1766671602.781741,-1.358279,-1.602494,-0.267130,0.000000
5,1766671602.295571,-0.050546,0.123695,0.875127,0.465078
3,1766671602.788761,63.538,-8.130,-12.477,0.000
2,1766671602.784724,-2.019,1.685,10.057,0.000
2,1766671602.789695,-1.853,1.644,10.508,0.000
