$GNGGA,140643.00,3031.769445,N,11421.014450,E,1,12,0.6,62.7,M,-13.9,M,,*69
$GNGGA,140644.00,3031.769267,N,11421.014489,E,1,12,0.6,62.3,M,-13.9,M,,*68
$GNGGA,140645.00,3031.769245,N,11421.014510,E,1,12,0.6,61.9,M,-13.9,M,,*61
$GNGGA,140646.00,3031.769210,N,11421.014576,E,1,12,0.5,61.8,M,-13.9,M,,*60
$GNGGA,140647.00,3031.769248,N,11421.014557,E,1,12,0.5,61.4,M,-13.9,M,,*63
$GNGGA,140648.00,3031.769345,N,11421.014548,E,1,12,0.5,61.0,M,-13.9,M,,*6A
$GNGGA,140649.00,3031.769370,N,11421.014581,E,1,12,0.5,60.7,M,-13.9,M,,*6E
$GNGGA,140650.00,3031.769722,N,11421.014591,E,1,12,0.6,60.5,M,-13.9,M,,*65
$GNGGA,140651.00,3031.770496,N,11421.014405,E,1,12,0.6,57.5,M,-13.9,M,,*68
$GNGGA,140652.00,3031.770683,N,11421.014507,E,1,12,0.7,57.5,M,-13.9,M,,*6F
$GNGGA,140653.00,3031.770769,N,11421.014642,E,1,12,0.7,57.2,M,-13.9,M,,*6E
$GNGGA,140654.00,3031.771045,N,11421.014537,E,1,12,0.7,56.2,M,-13.9,M,,*61
$GNGGA,140655.00,3031.771120,N,11421.014470,E,1,12,0.7,56.3,M,-13.9,M,,*61
$GNGGA,140656.00,3031.771148,N,11421.014429,E,1,12,0.7,56.2,M,-13.9,M,,*61
$GNGGA,140657.00,3031.771143,N,11421.014445,E,1,12,0.7,56.3,M,-13.9,M,,*60
$GNGGA,140658.00,3031.771141,N,11421.014473,E,1,12,0.7,56.4,M,-13.9,M,,*6F
$GNGGA,140659.00,3031.771190,N,11421.014441,E,1,12,0.7,56.3,M,-13.9,M,,*64
$GNGGA,140700.00,3031.771174,N,11421.014455,E,1,12,0.7,56.4,M,-13.9,M,,*61
$GNGGA,140701.00,3031.771095,N,11421.014464,E,1,12,0.7,56.6,M,-13.9,M,,*6E
$GNGGA,140702.00,3031.771099,N,11421.014346,E,1,12,0.7,56.7,M,-13.9,M,,*67
$GNGGA,140703.00,3031.771076,N,11421.014239,E,1,12,0.7,56.8,M,-13.9,M,,*61
$GNGGA,140704.00,3031.771068,N,11421.014183,E,1,12,0.7,57.1,M,-13.9,M,,*63
$GNGGA,140705.00,3031.771628,N,11421.013756,E,1,12,0.7,56.2,M,-13.9,M,,*6B
