# utcTimestamp,ObsNumber
# TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1766671603.454,32
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,9,0.0,16399,396420931616212,4,47.1,-75.3182373046875,0.7420000433921814,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-61.96,43.5,0.0,0.0,0.0,0.0,C,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,11,0.0,16399,396420934237324,11,36.6,-199.25650024414062,0.9275000095367432,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-61.96,33.0,0.0,0.0,0.0,0.0,C,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,17,0.0,16399,396420933507004,4,48.2,339.6456604003906,0.7290000319480896,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-61.96,44.6,0.0,0.0,0.0,0.0,C,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,19,0.0,16399,396420939230338,5,44.6,178.89508056640625,0.7699999809265137,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-61.96,41.0,0.0,0.0,0.0,0.0,C,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,20,0.0,16399,396420936165765,8,40.5,-332.6523742675781,0.8345000743865967,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-61.96,36.9,0.0,0.0,0.0,0.0,C,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,21,0.0,16399,396420936203266,7,41.5,-424.4500427246094,0.8145000338554382,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-61.96,37.9,0.0,0.0,0.0,0.0,C,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,60,0.0,16399,396406880274719,5,46.2,-9.36192512512207,1.2838000059127808,16,0.0,0.0,1.56109798E9,0.0,0.0,0.0,0,0.0,5,-61.72,41.900000000000006,-482.1745300292969,20.147829055786133,0.0,0.0,I,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,59,0.0,16399,396406881851935,5,50.4,-13.577193260192871,1.2848000526428223,16,0.0,0.0,1.56109798E9,0.0,0.0,0.0,0,0.0,5,-61.72,46.1,-482.1745300292969,20.147829055786133,0.0,0.0,I,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,41,0.0,16399,396406925712885,10,38.4,366.8242492675781,0.9810000658035278,16,0.0,0.0,1.56109798E9,0.0,0.0,0.0,0,0.0,5,-61.72,34.1,-482.1745300292969,20.147829055786133,0.0,0.0,I,1043411320069
1099357000000,18,0.0,-1450705721649817751,0.4417428970336914,11366.559192538261,-0.9075594148984146,29.97584486032571,5,40,0.0,16399,396406886759995,5,46.2,-32.13780975341797,0.7595000267028809,16,0.0,0.0,1.56109798E9,0.0,0.0,0.0,0,0.0,5,-61.72,41.900000000000006,-482.1745300292969,20.147829055786133,0.0,0.0,I,1043411320069
