1766671827.979693,30.5294828200,114.3502328800,44.849,9.602,396645.999575
1766671828.965174,30.5294817500,114.3502340800,44.445,8.076,396646.999570
1766671829.965203,30.5294974500,114.3502287200,42.730,6.997,396647.999576
1766671830.972508,30.5294359300,114.3502413700,44.770,8.651,396648.999581
1766671831.968627,30.5295119800,114.3502056300,37.689,6.586,396649.995701
1766671832.970518,30.5295132300,114.3502122900,39.691,5.571,396650.999571
1766671833.983725,30.5295079500,114.3502107300,41.059,5.489,396651.999570
1766671834.985566,30.5295142100,114.3502126000,42.938,5.449,396652.999580
1766671835.985544,30.5295196500,114.3502144900,43.790,5.361,396653.999575
1766671836.981635,30.5295215500,114.3502142900,43.510,5.251,396654.999571
1766671837.980826,30.5295233100,114.3502159200,44.000,5.127,396655.999577
1766671838.975360,30.5295248700,114.3502158800,43.959,5.199,396656.999574
1766671839.974723,30.5295251300,114.3502159000,44.454,5.172,396657.999573
1766671840.974330,30.5295246700,114.3502197700,44.834,5.064,396658.999571
1766671841.973409,30.5295204100,114.3502207700,44.920,5.217,396659.999566
1766671842.972063,30.5295184600,114.3502218600,44.944,5.094,396660.999569
1766671843.973585,30.5295279800,114.3502145600,43.284,4.911,396661.999576
1766671844.982422,30.5295280100,114.3502144900,43.288,5.192,396662.999565
1766671845.969703,30.5295270100,114.3502150000,43.298,5.850,396663.999571
1766671846.981135,30.5295270500,114.3502150300,43.309,6.664,396664.999576
1766671847.977822,30.5295270400,114.3502150300,43.310,6.728,396665.999569
1766671848.970218,30.5295270400,114.3502150300,43.310,7.503,396666.991965
1766671849.966081,30.5295270400,114.3502150300,43.310,9.230,396667.987828
1766671850.969867,30.5295270400,114.3502150400,43.310,11.845,396668.991614
1766671851.967900,30.5295270400,114.3502150400,43.310,15.260,396669.989647
1766671852.984951,30.5295270500,114.3502150300,43.312,13.756,396670.999572
1766671853.975834,30.5295651400,114.3502328600,45.380,18.216,396671.990455
1766671854.979826,30.5295270500,114.3502150400,43.312,20.173,396672.999575
1766671855.964850,30.5295270500,114.3502150400,43.312,25.968,396673.984599
1766671856.978923,30.5295270500,114.3502150400,43.312,33.035,396674.998672
1766671857.974261,30.5295270500,114.3502150400,43.312,41.600,396675.994010
1766671858.981348,30.5295623100,114.3502146600,45.393,55.171,396677.001097
1766672202.975828,30.5293559500,114.3512620000,28.973,47.117,397020.999567
1766672204.969769,30.5296169800,114.3490027800,56.412,137.852,397022.999569
1766672205.974466,30.5296003900,114.3489884300,61.804,105.506,397023.999575
1766672206.977197,30.5295278700,114.3490309400,56.438,46.782,397024.999574
1766672207.982698,30.5295059900,114.3490936000,56.766,39.095,397025.999564
1766672208.974994,30.5295091800,114.3491213300,53.438,34.758,397026.999577
1766672209.982027,30.5295049000,114.3491253300,54.378,34.956,397027.999575
1766672210.961726,30.5294931700,114.3491221500,59.671,35.264,397028.999573
1766672211.982004,30.5294836200,114.3491180700,59.663,37.066,397029.999570
1766672212.978124,30.5294836000,114.3491086600,60.668,32.707,397030.999577
1766672213.967350,30.5294962100,114.3491591800,65.006,28.546,397031.999569
1766672214.979582,30.5295015000,114.3492295300,62.227,22.769,397032.999573
1766672215.973752,30.5295155100,114.3492933400,61.711,20.499,397033.999572
1766672216.969519,30.5295238000,114.3493303600,60.872,17.558,397034.999573
1766672217.969424,30.5295419100,114.3493692400,57.471,16.962,397035.999571
1766672218.978482,30.5295590500,114.3493986400,57.628,18.410,397036.999571
1766672219.966863,30.5295718500,114.3494215600,57.630,20.624,397037.987952
