# utcTimestamp,ObsNumber
# TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1766671827.097,29
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,9,0.0,16399,396644573415014,4,49.1,-47.57341766357422,0.7040000557899475,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,45.5,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,11,0.0,16399,396644576135266,7,41.0,-190.04629516601562,0.784500002861023,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,37.4,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,12,0.0,16399,396644573795920,11,37.4,-162.1492462158203,0.8690000176429749,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,33.8,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,17,0.0,16399,396644574999742,4,48.4,357.90435791015625,0.6975000500679016,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,44.8,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,19,0.0,16399,396644580840671,4,47.8,203.2431640625,0.7285000085830688,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,44.199999999999996,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,20,0.0,16399,396644578158820,6,42.3,-311.149169921875,0.7714999914169312,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,38.699999999999996,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,21,0.0,16399,396644578264312,6,43.1,-401.64337158203125,0.7515000104904175,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,1,-59.47,39.5,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,194,0.0,16399,396644526221051,11,36.9,-22.711549758911133,0.999500036239624,16,0.0,0.0,1.57542003E9,0.0,0.0,0.0,0,0.0,4,-59.47,33.3,0.0,0.0,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,7,0.0,49359,61826580928902,7,41.6,-464.5084533691406,0.6585000157356262,16,0.0,0.0,1.60481254E9,0.0,0.0,0.0,0,0.0,3,-47.72,37.6,4915.1591796875,52.808006286621094,0.0,0.0,C,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,60,0.0,16399,396630522034418,4,49.1,-8.257698059082031,1.2412999868392944,16,0.0,0.0,1.56109798E9,0.0,0.0,0.0,0,0.0,5,-67.5,44.800000000000004,-472.22125244140625,18.407724380493164,0.0,0.0,I,1267051172375
1322998000000,18,0.0,-1450705721650570129,0.3803291320800781,111478.5373210907,8.42898796835101,54.191154708921665,6,59,0.0,16399,396630523613524,5,52.5,-10.120481491088867,1.269800066947937,16,0.0,0.0,1.56109798E9,0.0,0.0,0.0,0,0.0,5,-67.5,48.2,-472.22125244140625,18.407724380493164,0.0,0.0,I,1267051172375
